artist,term_str,n,tf,tfidf,max_pos,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,sentiment
ADELE,treat,10,0.0006046314771146,0.0014870497724392,NNP,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ADELE,trembling,1,6.046314771146986e-05,0.0002091681249553,VBG,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0
ADELE,true,9,0.0005441683294032,0.0004758583990111,JJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
ADELE,truth,4,0.0002418525908458,0.0002751081743152,NN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
ADELE,turbulent,1,6.046314771146986e-05,0.0002091681249553,JJ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0
ADELE,ugly,2,0.0001209262954229,0.0002266726063143,RB,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0
ADELE,unbearable,1,6.046314771146986e-05,0.0002091681249553,JJ,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.0
ADELE,united,2,0.0001209262954229,0.0004183362499107,JJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
ADELE,unknown,1,6.046314771146986e-05,0.0001133363031571,JJ,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0
ADELE,vicious,1,6.046314771146986e-05,0.0002091681249553,JJ,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0
ADELE,wait,2,0.0001209262954229,0.0001375540871576,VB,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
ADELE,wan,5,0.0003023157385573,0.000343885217894,VBP,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0
ADELE,waste,12,0.0007255577725376,0.0017844597269271,VB,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0
ADELE,watch,4,0.0002418525908458,0.0002114926217827,VB,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ADELE,wear,1,6.046314771146986e-05,8.824182953245646e-05,VB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0
ADELE,white,1,6.046314771146986e-05,0.0001133363031571,JJ,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
ADELE,wild,15,0.000906947215672,0.0017000445473572,JJ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0
ADELE,wilderness,3,0.0001813894431344,0.0006275043748661,NN,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
ADELE,word,5,0.0003023157385573,0.0007435248862196,NN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
ADELE,words,15,0.000906947215672,0.0010316556536821,NNS,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
ADELE,worthy,3,0.0001813894431344,0.0006275043748661,JJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
